"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
13,BOLIVAR,13244,EL CARMEN DE BOLIVAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3310,3260,32600,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13654,SAN JACINTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,500,100,1400,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13006,ACHI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,80,80,560,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13268,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,60,20,120,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13074,BARRANCO DE LOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,18,18,180,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13667,SAN MARTIN DE LOBA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,10,10,100,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
13,BOLIVAR,13673,SANTA CATALINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,5,30,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15212,COPER,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,38,35,399,11.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15681,SAN PABLO DE BORBUR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,35,35,441,12.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15480,MUZO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,30,30,300,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15720,SATIVANORTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,26,21,207,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15572,PUERTO BOYACA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,22,18,108,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15832,TUNUNGUA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,22,5,15,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15367,JENESANO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,9,5,62,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15753,SOATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,6,1,4,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15514,PAEZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,4,1,9,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15507,OTANCHE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,2,4,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
15,BOYACA,15632,SABOYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,2,16,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17616,RISARALDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,580,380,3340,8.79,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17042,ANSERMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,410,195,1755,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17444,MARQUETALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,305,155,1240,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17433,MANZANARES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,298,60,860,14.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17495,NORCASIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,274,266,1596,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17513,PACORA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,179,21,275,13.4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17867,VICTORIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,176,64,768,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17088,BELALCAZAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,134,108,999,9.29,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17001,MANIZALES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,125,80,560,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17662,SAMANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,113,40,400,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17486,NEIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,88,59,531,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17174,CHINCHINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,67,40,400,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17541,PENSILVANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,60,55,330,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17388,LA MERCED,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,58,42,252,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17524,PALESTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,53,39,658,16.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17873,VILLAMARIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,37,37,241,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17665,SAN JOSE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,36,22,201,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17877,VITERBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,26,26,332,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17050,ARANZAZU,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,25,9,135,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17013,AGUADAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17446,MARULANDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,13,13,65,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17614,RIOSUCIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,12,6,36,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17653,SALAMINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,12,7,33,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
17,CALDAS,17442,MARMATO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,1,3,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
85,CASANARE,85162,MONTERREY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,9,102,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
85,CASANARE,85015,CHAMEZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,1,8,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19256,EL TAMBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,114,58,870,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19130,CAJIBIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,100,80,560,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19473,MORALES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,63,15,130,8.67,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19548,PIENDAMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,62,62,372,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19760,SOTARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,57,27,216,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19807,TIMBIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,38,21,42,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19001,POPAYAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,25,10,110,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19212,CORINTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,5,90,18,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19364,JAMBALO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,6,4,4,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19513,PADILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,2,10,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19573,PUERTO TEJADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,2,12,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19845,VILLA RICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,1,4,3.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19022,ALMAGUER,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,2,2,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19290,FLORENCIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,2,3,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20001,VALLEDUPAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,580,580,3480,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20621,LA PAZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,445,330,3300,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20400,LA JAGUA DE IBIRICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,291,291,1455,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20228,CURUMANI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,210,200,1600,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20443,MANAURE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,106,81,648,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20770,SAN MARTIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,100,100,700,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20517,PAILITAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,75,54,432,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20013,AGUSTIN CODAZZI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,72,37,259,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20238,EL COPEY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,70,50,350,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20570,PUEBLO BELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,65,65,455,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20710,SAN ALBERTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,30,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20750,SAN DIEGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,20,140,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20178,CHIRIGUANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,10,10,65,6.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20045,BECERRIL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,9,9,54,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
27,CHOCO,27660,SAN JOSE DEL PALMAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,42,17,102,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
27,CHOCO,27245,CARMEN DEL ATRATO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,37,5,10,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
23,CORDOBA,23419,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,3,8,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25320,GUADUAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,140,120,480,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25599,APULO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,65,61,240,3.93,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25095,BITUIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,37,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25718,SASAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,36,15,125,8.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25524,PANDI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,30,15,195,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25001,AGUA DE DIOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,25,17,200,11.76,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25878,VIOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,17,15,150,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25506,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,16,8,120,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25777,SUPATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,15,14,112,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25862,VERGARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,15,3,12,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25489,NIMAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25394,LA PALMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25807,TIBIRITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,2,9,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25258,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25299,GAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,2,6,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41676,SANTA MARIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,65,51,459,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41306,GIGANTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,52,43,430,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41396,LA PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,35,15,176,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41020,ALGECIRAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,32,19,171,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41551,PITALITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,28,11,95,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41298,GARZON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,23,17,255,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41530,PALESTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,23,1,8,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41668,SAN AGUSTIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,23,2,16,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41359,ISNOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,21,5,54,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41801,TERUEL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,19,12,120,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41132,CAMPOALEGRE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,16,4,43,11.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41660,SALADOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,13,11,88,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41524,PALERMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,12,6,54,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41016,AIPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,11,4,48,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41244,ELIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,11,10,100,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41078,BARAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,10,8,88,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41319,GUADALUPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,6,54,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41791,TARQUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,1,10,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41799,TELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,6,66,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41206,COLOMBIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,5,55,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41503,OPORAPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,4,1,10,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41615,RIVERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,4,3,27,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41483,NATAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41548,PITAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,1,9,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41357,IQUIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41378,LA ARGENTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,2,20,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41001,NEIVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41797,TESALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41013,AGRADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,1,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41518,PAICOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,1,1,5,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44855,URUMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,131,105,473,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44090,DIBULLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,96,77,462,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44874,VILLANUEVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,55,46,230,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44110,EL MOLINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,49,49,221,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44279,FONSECA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,43,31,155,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,40,40,200,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44001,RIOHACHA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,37,37,148,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,30,29,116,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44078,BARRANCAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,27,23,92,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44098,DISTRACCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,13,7,35,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44378,HATO NUEVO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,6,24,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50400,LEJANIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,155,44,528,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50270,EL DORADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,87,52,728,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50683,SAN JUAN DE ARAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,45,15,270,18,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50001,VILLAVICENCIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,45,30,384,12.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50330,MESETAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,40,8,176,22,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50287,FUENTE DE ORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,22,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50223,SAN LUIS DE CUBARRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,11,6,84,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50711,VISTA HERMOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,8,4,132,33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50370,LA URIBE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,2,26,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52079,BARBACOAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,24,5,20,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
